Date,Close,High,Low,Open,Volume
2010-01-04,23.173336029052734,23.285645931435486,22.903791120855825,22.92625367257153,38409100
2010-01-05,23.180830001831055,23.28565385072298,22.941235081103866,23.098470140392568,49749600
2010-01-06,23.038572311401367,23.270679721422784,22.851388593748965,23.12093217606149,58182400
2010-01-07,22.798978805541992,22.98616253488766,22.604307555650674,22.933749891068118,50559700
2010-01-08,22.956207275390625,23.120928405949783,22.641738623888088,22.671688699316043,51197400
2010-01-11,22.66420555114746,23.031085477301836,22.551895602830566,22.993647875797222,68754700
2010-01-12,22.514461517333984,22.76154401345659,22.394664030007792,22.57436026099708,65912100
2010-01-13,22.72410011291504,22.851385078462037,22.46953018182104,22.656713870678495,51863500
2010-01-14,23.180830001831055,23.28565385072298,22.656716469764923,22.694152640591657,63228100
2010-01-15,23.1059627532959,23.3904814273497,22.993651359862778,23.27068394057982,79913200
2010-01-19,23.285659790039062,23.390482237568968,22.97119101935061,23.023602243115562,46575700
2010-01-20,22.903799057006836,23.165856538767923,22.694152785978293,23.068520209037445,54849500
2010-01-21,22.469528198242188,23.00112914218123,22.46204067997709,22.918769297461346,73086700
2010-01-22,21.68335723876953,22.611789566838404,21.593509870310076,22.462042048608414,102004600
2010-01-25,21.95290756225586,22.207477548565663,21.788186394448907,21.893008825953466,63373000
2010-01-26,22.087677001953125,22.349734472341723,21.780695842614524,21.863057129104796,66639900
2010-01-27,22.214969635009766,22.327279610147766,21.728292124012548,21.97537464055568,63949500
2010-01-28,21.83310890197754,22.364711407329473,21.630950142417014,22.342248846901043,117513700
2010-01-29,21.09933853149414,22.40213639586469,20.7099962470346,22.38716136305523,193888500
2010-02-01,21.27155876159668,21.323969977004793,20.90467882564137,21.256583720594787,85931100
2010-02-02,21.308992385864258,21.33894246428379,21.069397470901368,21.241607565616995,54413700
2010-02-03,21.436283111572266,21.556082029278826,21.054429506008987,21.159251952391163,61397900
2010-02-04,20.844778060913086,21.33894294109047,20.822315501596524,21.249094131922593,77850000
2010-02-05,20.979549407958984,21.174220627045127,20.642618177214064,20.96457436923737,80960100
2010-02-08,20.75493812561035,21.024483240260807,20.64262813720566,20.972072007545215,52820600
2010-02-09,20.972064971923828,21.21914743476355,20.777393724217003,20.942114890077313,59195800
2010-02-10,20.95709228515625,21.144276033428206,20.84478232181281,20.987042370367124,48591300
2010-02-11,21.05442237854004,21.264067200334175,20.739953717750595,20.912162372252418,65993700
2010-02-12,20.912166595458984,21.0095015069347,20.650109087195627,20.82231777647495,81117200
2010-02-16,21.325895309448242,21.34094037691455,21.077657435360553,21.160402436872047,51935600
2010-02-17,21.506431579589844,21.551565346718732,21.333417609948615,21.461297812460955,45882900
2010-02-18,21.792280197143555,21.837415398039763,21.44625226559864,21.506431098683695,42856500
2010-02-19,21.641828536987305,21.754663642068774,21.58164971862544,21.656873600271823,44451800
2010-02-22,21.611743927001953,21.769714262260262,21.551565093278924,21.69449036141233,36707100
2010-02-23,21.310850143432617,21.68696821969142,21.130313639001585,21.574133083769098,52266200
2010-02-24,21.536523818969727,21.656882942388904,21.348464751118943,21.453778804763623,43165900
2010-02-25,21.51395606994629,21.551567306845026,21.07765912194803,21.265718175995154,48735300
2010-02-26,21.566608428955078,21.702011152655395,21.446250771171787,21.551563363038053,40370600
2010-03-01,21.829891204833984,21.852457368789832,21.461295700865225,21.641832186394222,43805400
2010-03-02,21.408641815185547,22.0405203454019,21.243150365758105,21.875028895974456,93123900
2010-03-03,21.408641815185547,21.521478394334448,21.325896807860175,21.446254486494084,48442100
2010-03-04,21.536523818969727,21.551568888744228,21.265719736912843,21.40864359544012,42890600
2010-03-05,21.506431579589844,21.57413294767147,21.378551377077503,21.559087880369646,56001800
2010-03-08,21.536523818969727,21.76219556125676,21.43873373498912,21.453778804763623,39414500
2010-03-09,21.664400100708008,21.897594335453096,21.476341067074166,21.483863600592706,50271600
2010-03-10,21.792280197143555,21.897594231124813,21.664399997490747,21.709535198386956,44891400
2010-03-11,21.95025062561035,21.95777315912557,21.702012758714396,21.732101457998706,35349700
2010-03-12,22.017955780029297,22.100700793377484,21.84494178374686,22.055567019298763,31700200
2010-03-15,22.033002853393555,22.093181702563626,21.822376163909837,21.950256397743356,37512000
2010-03-16,22.09317398071289,22.183441505529856,21.965293791575153,22.13078521025722,36723500
2010-03-17,22.28875160217285,22.469289501159164,22.11573766998527,22.190961555433518,50385700
2010-03-18,22.273712158203125,22.35645715644559,22.190965725184114,22.2887557902985,43845200
2010-03-19,22.258670806884766,22.49186364321931,22.078134278615106,22.38655102708954,81332100
2010-03-22,22.266189575195312,22.341413474610892,22.10821924294494,22.190965675779733,37718200
2010-03-23,22.476816177368164,22.4918612451474,22.123265693215902,22.258668433675766,42026600
2010-03-24,22.303808212280273,22.45425606105945,22.266196967473988,22.35646452891988,33987700
2010-03-25,22.574602127075195,22.99585387777853,22.416631823826272,22.43919941994077,73168700
2010-03-26,22.311323165893555,22.717531358684905,22.258666867148722,22.63478492649929,55595500
